Date,pred_score
29-Jun-21,0.6
28-Jun-21,-0.9
28-Jun-21,0.7
28-Jun-21,-0.8
28-Jun-21,0.3
28-Jun-21,0.5
28-Jun-21,0.4
28-Jun-21,0.4
28-Jun-21,-0.6
28-Jun-21,-0.5
28-Jun-21,-0.2
28-Jun-21,0.7
28-Jun-21,-0.3
28-Jun-21,0.1
28-Jun-21,-0.8
28-Jun-21,0.2
28-Jun-21,0.1
27-Jun-21,0.6
27-Jun-21,0.1
27-Jun-21,-0.6
27-Jun-21,0.3
27-Jun-21,0.5
27-Jun-21,-0.2
27-Jun-21,0.2
26-Jun-21,0.6
26-Jun-21,0.3
26-Jun-21,0.1
26-Jun-21,0.1
26-Jun-21,0.4
26-Jun-21,0.4
26-Jun-21,-0.7
26-Jun-21,-0.5
26-Jun-21,0.3
25-Jun-21,-0.4
25-Jun-21,0.2
25-Jun-21,-0.3
25-Jun-21,0.2
25-Jun-21,0.1
25-Jun-21,0.4
25-Jun-21,0.3
25-Jun-21,0.6
25-Jun-21,-0.8
25-Jun-21,0.1
25-Jun-21,-0.3
25-Jun-21,0.1
25-Jun-21,0.5
25-Jun-21,0.4
25-Jun-21,-0.2
25-Jun-21,0.4
24-Jun-21,0.3
24-Jun-21,0.8
24-Jun-21,-0.4
24-Jun-21,0.1
24-Jun-21,0.2
24-Jun-21,0.7
24-Jun-21,-0.3
24-Jun-21,-0.4
24-Jun-21,0.3
24-Jun-21,0.7
24-Jun-21,0.5
24-Jun-21,0.1
24-Jun-21,0.3
24-Jun-21,0.1
24-Jun-21,0.1
24-Jun-21,-0.4
24-Jun-21,0.1
24-Jun-21,-0.9
24-Jun-21,0.3
23-Jun-21,-0.3
23-Jun-21,-0.5
23-Jun-21,0.1
23-Jun-21,-0.1
23-Jun-21,-0.6
23-Jun-21,0.4
23-Jun-21,0.3
23-Jun-21,0.1
23-Jun-21,0.1
23-Jun-21,-0.7
23-Jun-21,-0.3
23-Jun-21,0.3
23-Jun-21,0.1
23-Jun-21,0.1
23-Jun-21,-0.4
23-Jun-21,-0.2
23-Jun-21,0.4
23-Jun-21,-0.3
22-Jun-21,0.2
22-Jun-21,0.3
22-Jun-21,0.1
22-Jun-21,-0.5
22-Jun-21,0.1
22-Jun-21,0.7
22-Jun-21,0.1
22-Jun-21,0.1
22-Jun-21,-0.7
22-Jun-21,0.3
22-Jun-21,-0.4
22-Jun-21,0.1
22-Jun-21,0.2
22-Jun-21,0.1
22-Jun-21,-0.6
22-Jun-21,-0.3
22-Jun-21,-0.8
22-Jun-21,0.1
22-Jun-21,-0.9
21-Jun-21,0.1
21-Jun-21,0.6
21-Jun-21,0.3
21-Jun-21,-0.4
21-Jun-21,0.7
21-Jun-21,0.5
21-Jun-21,0.1
21-Jun-21,0.6
21-Jun-21,-0.4
21-Jun-21,-0.8
21-Jun-21,0.5
21-Jun-21,-0.6
09-Jan-24,-0.3
09-Jan-24,-0.4
09-Jan-24,0.1
09-Jan-24,0.3
08-Jan-24,-0.5
08-Jan-24,-0.6
08-Jan-24,-0.7
08-Jan-24,0.3
08-Jan-24,-0.2
08-Jan-24,0.6
08-Jan-24,-0.4
08-Jan-24,-0.3
08-Jan-24,0.2
08-Jan-24,-0.9
08-Jan-24,0.1
08-Jan-24,0.2
21-Jun-21,0.4
21-Jun-21,-0.5
21-Jun-21,0.6
21-Jun-21,0.1
21-Jun-21,-0.5
21-Jun-21,-0.2
21-Jun-21,0.3
21-Jun-21,-0.7
20-Jun-21,0.8
20-Jun-21,0.4
20-Jun-21,-0.3
20-Jun-21,0.4
20-Jun-21,0.2
20-Jun-21,-0.6
19-Jun-21,0.8
19-Jun-21,0.1
19-Jun-21,0.3
19-Jun-21,0.2
19-Jun-21,0.5
19-Jun-21,0.6
19-Jun-21,0.7
19-Jun-21,-0.4
18-Jun-21,-0.7
18-Jun-21,0.5
18-Jun-21,0.4
18-Jun-21,0.3
18-Jun-21,0
18-Jun-21,0.5
18-Jun-21,0.7
18-Jun-21,0.3
18-Jun-21,-0.2
18-Jun-21,0.1
18-Jun-21,-0.6
18-Jun-21,0.3
18-Jun-21,0.1
18-Jun-21,0
18-Jun-21,0.3
18-Jun-21,0.3
18-Jun-21,-0.4
18-Jun-21,0.1
18-Jun-21,-0.8
17-Jun-21,0.5
17-Jun-21,0.3
17-Jun-21,0
17-Jun-21,0.3
17-Jun-21,0.5
17-Jun-21,0
17-Jun-21,0.4
17-Jun-21,0.1
17-Jun-21,0.5
17-Jun-21,0
17-Jun-21,-0.3
17-Jun-21,0.3
17-Jun-21,0.5
17-Jun-21,0.1
17-Jun-21,-0.3
17-Jun-21,0
17-Jun-21,-0.3
17-Jun-21,0
17-Jun-21,0.6
17-Jun-21,-0.2
17-Jun-21,-0.1
17-Jun-21,0.4
16-Jun-21,0.1
16-Jun-21,0.1
16-Jun-21,0.5
16-Jun-21,-0.5
16-Jun-21,0.1
16-Jun-21,-0.2
16-Jun-21,0.1
16-Jun-21,-0.4
16-Jun-21,-0.3
16-Jun-21,0.1
16-Jun-21,-0.3
16-Jun-21,0.3
16-Jun-21,0
16-Jun-21,0.1
16-Jun-21,0
16-Jun-21,0.3
16-Jun-21,0.1
16-Jun-21,-0.5
16-Jun-21,0.2
15-Jun-21,0.2
15-Jun-21,-0.1
15-Jun-21,0.1
15-Jun-21,0.5
15-Jun-21,0.1
15-Jun-21,-0.2
15-Jun-21,0.7
15-Jun-21,0.5
15-Jun-21,-0.3
15-Jun-21,0.3
15-Jun-21,0.3
15-Jun-21,0
15-Jun-21,-0.4
15-Jun-21,0
15-Jun-21,0.5
15-Jun-21,0.5
15-Jun-21,0.8
15-Jun-21,0.2
15-Jun-21,0.1
14-Jun-21,0.2
14-Jun-21,0.2
14-Jun-21,0.6
14-Jun-21,-0.4
14-Jun-21,0.7
14-Jun-21,0.3
14-Jun-21,0.4
14-Jun-21,0.3
14-Jun-21,0
14-Jun-21,0.2
14-Jun-21,0.2
14-Jun-21,0.1
14-Jun-21,0
14-Jun-21,0
14-Jun-21,0
14-Jun-21,0.3
14-Jun-21,0.3
14-Jun-21,0.7
14-Jun-21,0.1
14-Jun-21,0.1
13-Jun-21,0.7
13-Jun-21,0.1
13-Jun-21,-0.3
13-Jun-21,0.6
13-Jun-21,0.2
13-Jun-21,0.5
12-Jun-21,0.7
12-Jun-21,0.6
12-Jun-21,0.3
12-Jun-21,-0.6
12-Jun-21,0.1
12-Jun-21,-0.5
12-Jun-21,0.3
12-Jun-21,-0.2
11-Jun-21,-0.7
11-Jun-21,0.4
11-Jun-21,0.3
11-Jun-21,0.8
11-Jun-21,-0.8
11-Jun-21,0.1
11-Jun-21,0.2
11-Jun-21,0.4
11-Jun-21,-0.6
11-Jun-21,0.1
11-Jun-21,-0.8
11-Jun-21,0.6
11-Jun-21,0.3
11-Jun-21,0.1
11-Jun-21,-0.4
11-Jun-21,-0.2
11-Jun-21,0.3
11-Jun-21,0.5
11-Jun-21,0.3
10-Jun-21,0.4
10-Jun-21,0.3
10-Jun-21,0.7
10-Jun-21,0.1
10-Jun-21,0.2
10-Jun-21,0.2
08-Jan-24,0.6
08-Jan-24,-0.5
08-Jan-24,0.7
08-Jan-24,0.5
08-Jan-24,-0.4
08-Jan-24,-0.3
08-Jan-24,0.2
08-Jan-24,0.1
08-Jan-24,0.2
08-Jan-24,0.1
07-Jan-24,0.4
07-Jan-24,0.5
07-Jan-24,0.2
07-Jan-24,0.6
07-Jan-24,0.1
07-Jan-24,-0.7
10-Jun-21,0.7
10-Jun-21,0.3
10-Jun-21,0.1
10-Jun-21,-0.2
10-Jun-21,0.5
10-Jun-21,0
10-Jun-21,0.1
10-Jun-21,0.3
10-Jun-21,0
10-Jun-21,-0.7
10-Jun-21,0.1
10-Jun-21,0
10-Jun-21,-0.5
10-Jun-21,0.4
10-Jun-21,-0.2
10-Jun-21,0.3
09-Jun-21,0.1
09-Jun-21,0.4
09-Jun-21,0.2
09-Jun-21,0.6
09-Jun-21,0.5
09-Jun-21,-0.3
09-Jun-21,0.2
09-Jun-21,0.7
09-Jun-21,0.2
09-Jun-21,-0.3
09-Jun-21,0.4
09-Jun-21,-0.1
09-Jun-21,0
09-Jun-21,0.5
09-Jun-21,-0.8
09-Jun-21,0
09-Jun-21,-0.4
09-Jun-21,0.8
09-Jun-21,-0.6
09-Jun-21,-0.4
09-Jun-21,0.1
09-Jun-21,0.5
08-Jun-21,0.6
08-Jun-21,0.5
08-Jun-21,0.3
08-Jun-21,-0.3
08-Jun-21,0.1
08-Jun-21,-0.2
08-Jun-21,-0.7
08-Jun-21,0.2
08-Jun-21,0.4
08-Jun-21,0.3
08-Jun-21,0
08-Jun-21,-0.4
08-Jun-21,0.7
08-Jun-21,0.1
08-Jun-21,0.1
08-Jun-21,0.3
08-Jun-21,0.1
08-Jun-21,-0.3
08-Jun-21,-0.2
08-Jun-21,0.3
08-Jun-21,0.5
07-Jun-21,0.8
07-Jun-21,0.3
07-Jun-21,0
07-Jun-21,-0.6
07-Jun-21,0.5
07-Jun-21,0.6
07-Jun-21,0.4
07-Jun-21,0.3
07-Jun-21,0.1
07-Jun-21,0.1
07-Jun-21,0.4
07-Jun-21,-0.3
07-Jun-21,-0.7
07-Jun-21,0.1
07-Jun-21,0.5
07-Jun-21,-0.2
07-Jun-21,-0.5
07-Jun-21,0.3
06-Jun-21,0.2
06-Jun-21,-0.4
06-Jun-21,0.7
06-Jun-21,0.6
06-Jun-21,0.1
06-Jun-21,0.7
05-Jun-21,0.3
05-Jun-21,0.1
05-Jun-21,0.3
05-Jun-21,0.1
05-Jun-21,-0.7
05-Jun-21,0.4
05-Jun-21,0.5
05-Jun-21,-0.3
05-Jun-21,0.4
04-Jun-21,0.3
04-Jun-21,0.7
04-Jun-21,-0.5
04-Jun-21,0.3
04-Jun-21,0.1
04-Jun-21,-0.2
04-Jun-21,0.1
04-Jun-21,-0.1
04-Jun-21,0.5
04-Jun-21,0.6
04-Jun-21,0.1
04-Jun-21,0
04-Jun-21,0.7
04-Jun-21,0.7
04-Jun-21,-0.5
04-Jun-21,0.7
03-Jun-21,0.6
03-Jun-21,0.7
03-Jun-21,0.1
03-Jun-21,0.6
03-Jun-21,0.1
03-Jun-21,0.1
03-Jun-21,0.3
03-Jun-21,-0.4
03-Jun-21,0.1
03-Jun-21,0.3
03-Jun-21,0.5
03-Jun-21,0
03-Jun-21,-0.6
03-Jun-21,0
03-Jun-21,0.5
03-Jun-21,0.3
03-Jun-21,0.1
03-Jun-21,-0.3
03-Jun-21,0.1
02-Jun-21,0.1
02-Jun-21,0.1
02-Jun-21,0.1
02-Jun-21,0.1
02-Jun-21,0.3
02-Jun-21,0.1
02-Jun-21,0.7
02-Jun-21,0.7
02-Jun-21,0.1
02-Jun-21,0.5
02-Jun-21,0.1
02-Jun-21,-0.2
02-Jun-21,0.3
02-Jun-21,0
02-Jun-21,-0.7
02-Jun-21,0.5
02-Jun-21,0.1
02-Jun-21,0
02-Jun-21,0.2
02-Jun-21,0.7
02-Jun-21,-0.4
01-Jun-21,0.1
01-Jun-21,0.7
01-Jun-21,0.7
01-Jun-21,0.1
01-Jun-21,0.2
01-Jun-21,0.1
01-Jun-21,0.1
01-Jun-21,0.3
01-Jun-21,0.1
01-Jun-21,0.1
01-Jun-21,-0.2
01-Jun-21,0.3
06-Jan-24,-0.3
06-Jan-24,0.2
06-Jan-24,0.8
06-Jan-24,0.4
05-Jan-24,0.1
05-Jan-24,0.1
05-Jan-24,0.6
05-Jan-24,0.1
05-Jan-24,0.1
05-Jan-24,0.8
05-Jan-24,0.3
05-Jan-24,-0.3
05-Jan-24,0.1
05-Jan-24,-0.6
05-Jan-24,-0.4
05-Jan-24,0.1
01-Jun-21,0.1
01-Jun-21,0
01-Jun-21,-0.5
01-Jun-21,0.1
01-Jun-21,0.1
01-Jun-21,0
01-Jun-21,0.3
01-Jun-21,0.3
01-Jun-21,0.1
01-Jun-21,0.2
31-May-21,0.1
31-May-21,0.1
31-May-21,0.1
31-May-21,0.3
31-May-21,0.2
31-May-21,-0.4
31-May-21,0.4
31-May-21,-0.2
31-May-21,0.1
31-May-21,-0.1
31-May-21,0.1
31-May-21,-0.2
31-May-21,-0.5
31-May-21,0
31-May-21,0.1
31-May-21,0
31-May-21,0.3
31-May-21,-0.5
31-May-21,0.1
31-May-21,0.3
30-May-21,0.1
30-May-21,0.3
30-May-21,0.7
30-May-21,-0.3
30-May-21,0.3
30-May-21,-0.4
29-May-21,0.1
29-May-21,0.3
29-May-21,0.8
29-May-21,-0.4
29-May-21,-0.7
29-May-21,0.1
29-May-21,0.3
29-May-21,0.5
29-May-21,0.1
28-May-21,-0.6
28-May-21,0.3
28-May-21,-0.2
28-May-21,0.4
28-May-21,0
28-May-21,-0.3
28-May-21,-0.7
28-May-21,0.1
28-May-21,0.5
28-May-21,0.1
28-May-21,0
28-May-21,0
28-May-21,-0.2
28-May-21,0
28-May-21,0.3
28-May-21,-0.2
28-May-21,0.5
28-May-21,0.3
27-May-21,-0.2
27-May-21,0.1
27-May-21,-0.1
27-May-21,0.4
27-May-21,0.5
27-May-21,0
27-May-21,0.3
27-May-21,0.1
27-May-21,0.5
27-May-21,0.7
27-May-21,-0.2
27-May-21,0.1
27-May-21,0.3
27-May-21,0.1
27-May-21,0
27-May-21,-0.5
27-May-21,0.1
27-May-21,0
27-May-21,-0.2
27-May-21,0.5
27-May-21,0.3
27-May-21,0.7
27-May-21,0.3
27-May-21,0.1
26-May-21,0.6
26-May-21,0.1
26-May-21,0.3
26-May-21,0.3
26-May-21,0.1
26-May-21,0.1
26-May-21,0.6
26-May-21,0.3
26-May-21,0.1
26-May-21,0.1
26-May-21,0.3
26-May-21,0.1
26-May-21,0.1
26-May-21,0.3
26-May-21,0
26-May-21,0.1
26-May-21,0
26-May-21,0
26-May-21,-0.6
26-May-21,0.5
26-May-21,0.3
26-May-21,0.7
26-May-21,0.3
25-May-21,-0.3
25-May-21,-0.2
25-May-21,0.1
25-May-21,0.3
25-May-21,0.1
25-May-21,0.5
25-May-21,-0.4
25-May-21,0.1
25-May-21,0.1
25-May-21,0.3
25-May-21,-0.5
25-May-21,-0.3
25-May-21,0
25-May-21,0.5
25-May-21,0
25-May-21,-0.5
25-May-21,0.2
25-May-21,0.3
25-May-21,0.1
25-May-21,0.7
24-May-21,0.1
24-May-21,-0.3
24-May-21,-0.6
24-May-21,0.1
24-May-21,0.8
24-May-21,-0.1
24-May-21,-0.4
24-May-21,0.5
24-May-21,0.5
24-May-21,0.3
24-May-21,0.7
24-May-21,-0.2
24-May-21,0
24-May-21,0.2
24-May-21,0.1
24-May-21,0.3
24-May-21,-0.8
23-May-21,0.1
23-May-21,-0.4
23-May-21,-0.9
23-May-21,0.1
23-May-21,-0.4
23-May-21,0.6
23-May-21,0.3
22-May-21,0.1
22-May-21,-0.3
22-May-21,0.2
22-May-21,0.1
22-May-21,-0.6
22-May-21,0.1
05-Jan-24,-0.2
05-Jan-24,0.1
05-Jan-24,0.3
05-Jan-24,0.1
05-Jan-24,0.9
05-Jan-24,-0.1
05-Jan-24,0.3
04-Jan-24,-0.7
04-Jan-24,0.1
04-Jan-24,0
04-Jan-24,-0.2
04-Jan-24,-0.3
04-Jan-24,0.8
04-Jan-24,0.5
04-Jan-24,-0.7
04-Jan-24,0.1
22-May-21,0.2
22-May-21,0.3
21-May-21,-0.8
21-May-21,0.3
21-May-21,0.6
21-May-21,0.1
21-May-21,0.2
21-May-21,0.1
21-May-21,0.3
21-May-21,0.1
21-May-21,-0.5
21-May-21,0.1
21-May-21,-0.1
21-May-21,-0.6
21-May-21,0.4
21-May-21,0.1
21-May-21,0.3
21-May-21,-0.2
21-May-21,-0.4
21-May-21,0.2
21-May-21,0.7
20-May-21,0.4
20-May-21,0.1
20-May-21,-0.1
20-May-21,-0.7
20-May-21,0.1
20-May-21,-0.5
20-May-21,0.4
20-May-21,0.1
20-May-21,0.1
20-May-21,0.3
20-May-21,0.3
20-May-21,-0.4
20-May-21,0.1
20-May-21,-0.7
20-May-21,-0.6
20-May-21,0.4
20-May-21,0.5
20-May-21,-0.6
20-May-21,0.7
20-May-21,0.1
20-May-21,-0.5
20-May-21,0.6
20-May-21,0.4
20-May-21,-0.3
20-May-21,-0.8
19-May-21,-0.4
19-May-21,0.5
19-May-21,0.1
19-May-21,0.1
19-May-21,0.1
19-May-21,0.1
19-May-21,-0.8
19-May-21,0.1
19-May-21,0.4
19-May-21,0.1
19-May-21,-0.2
19-May-21,-0.7
19-May-21,-0.1
19-May-21,0.1
19-May-21,0.3
19-May-21,0.1
19-May-21,-0.6
19-May-21,-0.5
19-May-21,-0.3
19-May-21,0.1
19-May-21,0.2
19-May-21,-0.4
19-May-21,0.1
19-May-21,0.1
18-May-21,0.4
18-May-21,-0.9
18-May-21,0.3
18-May-21,0.5
18-May-21,-0.3
18-May-21,0.4
18-May-21,0.1
18-May-21,-0.3
18-May-21,0.7
18-May-21,0.1
18-May-21,0.1
18-May-21,-0.1
18-May-21,-0.1
18-May-21,0.1
18-May-21,0.4
18-May-21,0.3
18-May-21,0.3
18-May-21,-0.2
18-May-21,0.1
18-May-21,0.1
18-May-21,0.1
18-May-21,0.1
18-May-21,-0.2
18-May-21,0.4
18-May-21,0.1
18-May-21,-0.7
17-May-21,0.1
17-May-21,0.6
17-May-21,0.1
17-May-21,0.5
17-May-21,-0.6
17-May-21,0.7
17-May-21,-0.2
17-May-21,0.3
17-May-21,0.1
17-May-21,0
17-May-21,0.1
17-May-21,-0.3
17-May-21,0
17-May-21,-0.4
17-May-21,-0.8
17-May-21,-0.1
17-May-21,0.5
17-May-21,-0.9
16-May-21,0.8
16-May-21,0.2
16-May-21,-0.5
16-May-21,-0.2
16-May-21,-0.7
16-May-21,0.3
16-May-21,-0.3
15-May-21,0.6
15-May-21,0.1
15-May-21,0.2
15-May-21,0.4
15-May-21,0.8
15-May-21,0.2
15-May-21,0.3
15-May-21,0.9
15-May-21,-0.7
14-May-21,0.1
14-May-21,0.3
14-May-21,0.4
14-May-21,0.1
14-May-21,0.6
14-May-21,0.8
14-May-21,0.4
14-May-21,-0.5
14-May-21,-0.1
14-May-21,0.3
14-May-21,0.4
14-May-21,-0.8
14-May-21,-0.3
14-May-21,0.4
14-May-21,-0.5
14-May-21,0
14-May-21,-0.6
14-May-21,0.2
14-May-21,0.5
14-May-21,0.1
14-May-21,-0.7
13-May-21,0.1
13-May-21,0.1
13-May-21,0.3
13-May-21,-0.6
13-May-21,0.1
13-May-21,0.8
13-May-21,0.6
13-May-21,0.4
13-May-21,0.1
04-Jan-24,-0.5
04-Jan-24,0.1
04-Jan-24,-0.4
04-Jan-24,-0.3
04-Jan-24,0.1
04-Jan-24,-0.8
04-Jan-24,-0.5
04-Jan-24,0.1
04-Jan-24,-0.6
04-Jan-24,-0.3
04-Jan-24,0.8
04-Jan-24,-0.3
03-Jan-24,-0.2
03-Jan-24,0.4
03-Jan-24,0.1
03-Jan-24,-0.1
13-May-21,-0.2
13-May-21,0.5
13-May-21,0.9
13-May-21,0.4
13-May-21,-0.2
13-May-21,-0.6
13-May-21,0.1
13-May-21,-0.4
13-May-21,0.1
13-May-21,0.3
13-May-21,0.1
13-May-21,-0.8
13-May-21,-0.7
12-May-21,0.1
12-May-21,0.1
12-May-21,0.8
12-May-21,0.3
12-May-21,0.1
12-May-21,0.3
12-May-21,0.4
12-May-21,-0.5
12-May-21,0.6
12-May-21,0.5
12-May-21,0.3
12-May-21,0.4
12-May-21,0.2
12-May-21,0.6
12-May-21,-0.3
12-May-21,0.7
12-May-21,0.8
12-May-21,0.1
12-May-21,0.2
12-May-21,0.4
12-May-21,-0.7
12-May-21,0.3
11-May-21,0.5
11-May-21,0.6
11-May-21,0.3
11-May-21,-0.2
11-May-21,0.6
11-May-21,0.2
11-May-21,-0.4
11-May-21,0.3
11-May-21,0.5
11-May-21,0.6
11-May-21,0.4
11-May-21,-0.3
11-May-21,-0.6
11-May-21,0.7
11-May-21,0.1
11-May-21,0.1
11-May-21,-0.4
11-May-21,0.3
11-May-21,0.4
11-May-21,0.2
10-May-21,-0.5
10-May-21,-0.3
10-May-21,0.4
10-May-21,0.5
10-May-21,0.3
10-May-21,0.6
10-May-21,0.7
10-May-21,0.3
10-May-21,0.2
10-May-21,0.1
10-May-21,0.7
10-May-21,0.1
10-May-21,0.4
10-May-21,0.2
10-May-21,0.8
10-May-21,-0.7
09-May-21,0.3
09-May-21,-0.5
09-May-21,0.6
09-May-21,0.1
09-May-21,0.9
09-May-21,-0.8
08-May-21,-0.3
08-May-21,0.9
08-May-21,0.8
08-May-21,0.4
08-May-21,0.3
08-May-21,-0.2
08-May-21,0.1
08-May-21,-0.6
08-May-21,0.2
08-May-21,0.8
08-May-21,-0.4
08-May-21,0.5
07-May-21,-0.3
07-May-21,0.7
07-May-21,0.5
07-May-21,0.6
07-May-21,-0.4
07-May-21,-0.7
07-May-21,0.3
07-May-21,0.2
07-May-21,0.4
07-May-21,0.3
07-May-21,0.6
07-May-21,0.4
07-May-21,0.3
07-May-21,0.4
07-May-21,0
07-May-21,0.8
07-May-21,0.2
07-May-21,0.5
07-May-21,0.7
06-May-21,0.1
06-May-21,0.5
06-May-21,0.1
06-May-21,0.4
06-May-21,0.9
06-May-21,0.7
06-May-21,-0.4
06-May-21,0.6
06-May-21,0.9
06-May-21,0.3
06-May-21,0.3
06-May-21,0.1
06-May-21,-0.8
06-May-21,0.2
06-May-21,0
06-May-21,0.5
06-May-21,-0.2
06-May-21,-0.6
06-May-21,0.8
06-May-21,0.3
05-May-21,0.3
05-May-21,0.4
05-May-21,0.1
05-May-21,0.6
05-May-21,0.3
05-May-21,0.5
05-May-21,0.7
05-May-21,0.1
05-May-21,0.6
05-May-21,0.2
05-May-21,0.3
05-May-21,0.2
05-May-21,0.7
05-May-21,0.1
05-May-21,0
05-May-21,0
05-May-21,0.4
05-May-21,0.3
05-May-21,0.4
05-May-21,0.2
05-May-21,0.3
05-May-21,-0.3
04-May-21,0.2
04-May-21,0.4
04-May-21,0.1
04-May-21,0.3
04-May-21,0.5
04-May-21,-0.1
04-May-21,0.1
04-May-21,0.3
04-May-21,0.7
04-May-21,0.2
03-Jan-24,0.1
03-Jan-24,-0.5
03-Jan-24,-0.6
03-Jan-24,-0.7
03-Jan-24,0.3
03-Jan-24,-0.8
03-Jan-24,0.6
03-Jan-24,0.1
03-Jan-24,0.4
03-Jan-24,-0.8
03-Jan-24,-0.1
03-Jan-24,0.5
03-Jan-24,-0.3
03-Jan-24,0.1
02-Jan-24,-0.2
02-Jan-24,0.7
04-May-21,0.8
04-May-21,0.5
04-May-21,0.6
04-May-21,0.4
04-May-21,-0.1
04-May-21,0.2
04-May-21,0.1
04-May-21,0.4
04-May-21,0.3
04-May-21,0.1
04-May-21,0.1
04-May-21,-0.3
04-May-21,0.2
04-May-21,0.5
04-May-21,0.6
04-May-21,0.7
03-May-21,0.5
03-May-21,0.3
03-May-21,0.4
03-May-21,0.3
03-May-21,0.4
03-May-21,0.3
03-May-21,0.5
03-May-21,0.3
03-May-21,0.4
03-May-21,0.4
03-May-21,0.1
03-May-21,-0.7
03-May-21,0.5
03-May-21,0.7
03-May-21,-0.2
03-May-21,0.6
03-May-21,0.1
03-May-21,0.1
03-May-21,0.6
03-May-21,0.8
03-May-21,-0.8
02-May-21,-0.1
02-May-21,0.4
02-May-21,-0.5
02-May-21,0.1
02-May-21,0.5
02-May-21,0.2
01-May-21,0.2
01-May-21,0.3
01-May-21,-0.8
01-May-21,0.1
01-May-21,0.7
01-May-21,0.1
01-May-21,0.1
01-May-21,0.1
01-May-21,0.6
01-May-21,-0.1
01-May-21,-0.2
30-Apr-21,-0.3
30-Apr-21,0.1
30-Apr-21,0.1
30-Apr-21,0.1
30-Apr-21,0.3
30-Apr-21,0.2
30-Apr-21,0.1
30-Apr-21,0.5
30-Apr-21,0.1
30-Apr-21,0.4
30-Apr-21,-0.2
30-Apr-21,0.1
30-Apr-21,0.6
30-Apr-21,0.1
30-Apr-21,0.2
30-Apr-21,0.3
30-Apr-21,-0.7
30-Apr-21,-0.3
29-Apr-21,0.1
29-Apr-21,0.4
29-Apr-21,0.2
29-Apr-21,0.1
29-Apr-21,-0.1
29-Apr-21,0.5
29-Apr-21,0.2
29-Apr-21,0.4
29-Apr-21,0.1
29-Apr-21,0.6
29-Apr-21,0.1
29-Apr-21,0.1
29-Apr-21,-0.6
29-Apr-21,-0.5
29-Apr-21,0.1
29-Apr-21,0.4
29-Apr-21,0.3
29-Apr-21,-0.1
29-Apr-21,0.4
28-Apr-21,-0.4
28-Apr-21,0.5
28-Apr-21,0.1
28-Apr-21,0.3
28-Apr-21,-0.2
28-Apr-21,0.1
28-Apr-21,0.5
28-Apr-21,0.7
28-Apr-21,0.1
28-Apr-21,-0.8
28-Apr-21,0.3
28-Apr-21,0.8
28-Apr-21,0.6
28-Apr-21,0.1
28-Apr-21,0.7
28-Apr-21,0.1
28-Apr-21,-0.2
28-Apr-21,0.5
28-Apr-21,0.1
28-Apr-21,0.3
27-Apr-21,-0.3
27-Apr-21,0.3
27-Apr-21,0.8
27-Apr-21,0.3
27-Apr-21,0.1
27-Apr-21,0.3
27-Apr-21,0.4
27-Apr-21,0.6
27-Apr-21,0.6
27-Apr-21,0.5
27-Apr-21,0.3
27-Apr-21,0.1
27-Apr-21,0.1
27-Apr-21,0.1
27-Apr-21,0.1
27-Apr-21,0.1
27-Apr-21,0.5
27-Apr-21,0.3
